,speed_by_minute
857,11.552921192
858,11.7257893795
859,11.8310664137
860,11.8855282078
861,11.8911789247
862,11.925661985
863,11.9431445345
864,11.9683817795
865,11.9126932555
866,11.2227033338
867,11.1356012844
868,11.166536484
869,11.1143898185
870,11.1535416052
871,11.0706548423
872,11.0345088758
873,10.9618450076
874,11.3275599145
875,11.3641523668
876,11.4404289583
877,11.4387837574
878,11.3963733331
879,11.2984813678
880,11.2659015797
881,11.1575961507
882,11.0868291783
883,11.1130091661
884,11.1255890643
885,11.0943245823
886,11.1190595013
887,11.1769535028
888,11.1475735044
889,11.1729114424
890,11.2438605567
891,11.2492061567
892,11.3255519699
893,11.4186132427
894,11.3549349084
895,10.9702751848
896,10.9369655438
897,10.897395805
898,10.9112543631
899,10.9034142036
900,10.9293013539
901,10.946132442
902,10.9145117852
903,10.9474506356
904,10.8891319554
905,10.8561038215
906,11.0191708811
907,10.9546324912
908,11.3352603644
909,11.3929192801
910,11.2820635125
911,11.1891988543
912,11.0959971572
913,11.1029987765
914,11.0685840834
915,11.2090791097
916,11.3279081322
917,11.4155211964
918,11.401588136
919,11.3877490917
920,11.4885298281
921,11.3833972464
922,11.3287970743
923,11.5096515633
924,11.4935969487
925,11.4794984162
926,11.4514445196
927,11.4218688058
928,11.4454409928
929,11.1004842877
930,11.1536543733
931,11.1326115277
932,11.1891814133
933,11.2654553109
934,11.158932482
935,11.1869437529
936,11.1206190002
937,11.0281768063
938,11.0272752327
939,11.044360871
940,11.0444335483
941,11.1153600266
942,11.1846154468
943,12.3573646438
944,12.2011495594
945,12.2206213207
946,12.2738218193
947,12.2991950457
948,12.1715631619
949,12.2054363853
950,12.2261161755
951,12.1616734936
952,12.2137186205
953,12.2133826582
954,12.2432577625
955,12.2322514519
956,12.1434864817
957,12.1350111132
958,12.2674883474
959,12.256169424
960,12.2571118776
961,12.3197204137
962,12.147786201
963,12.124569441
964,11.0628305444
965,11.1209523113
966,11.0854448755
967,11.1008594134
968,11.1722203102
969,11.1159417931
970,11.0809297777
971,10.9838212187
972,11.0325515607
973,11.0330121638
974,11.0476589327
975,10.9510320192
976,11.0244264221
977,11.0873212223
978,11.0076730364
979,10.8213554634
980,10.7270853151
981,10.7230422533
982,10.6379647596
983,10.6517617813
984,10.6617511884
985,10.6204441469
986,10.6921355708
987,10.6487615421
988,10.5741807225
989,10.5284295115
990,10.5513420277
991,10.5846173041
992,10.6249883099
993,10.5191600385
994,10.4303121902
995,10.3391493063
996,10.3953821086
997,10.3234631589
998,10.2423640166
999,10.305738984
1000,10.3507702669
1001,10.3901622039
1002,10.4434634655
1003,10.4380233937
1004,10.4623729882
1005,10.4867522457
1006,10.4275058612
1007,10.3184752234
1008,10.452756343
1009,10.4811095088
1010,10.4301264881
1011,10.4499915361
1012,10.4137417892
1013,10.4380531952
1014,10.5458283967
1015,10.6080101923
1016,10.6736163834
1017,10.7073883159
1018,10.7301745573
1019,10.8525775488
1020,10.7951684463
1021,10.8242322403
1022,10.7982322088
1023,10.7195393833
1024,10.6630461192
1025,10.8091836188
1026,10.8285525831
1027,10.9384717556
1028,10.9449392539
1029,10.8600706758
1030,10.9747323938
1031,11.0949211644
1032,11.0117423946
1033,11.0546783292
1034,11.1329441269
1035,11.0957359413
1036,11.0640308125
1037,11.1245299266
1038,11.0593265664
1039,11.0915661843
1040,11.1514515959
1041,11.2591235739
1042,11.1848403474
1043,11.3034264689
1044,11.4205335144
1045,11.5710662779
1046,11.4566980988
1047,11.5199473036
1048,11.4524044973
1049,11.4812529194
1050,11.4687935035
1051,11.3783978088
1052,11.3692107296
1053,11.6338939526
1054,11.6646123677
1055,11.4951212851
1056,11.5389293769
1057,11.586684597
1058,11.4920361194
1059,11.4834611599
1060,11.6649271873
1061,11.5658592351
1062,11.5180437859
1063,11.6867985892
1064,11.5236854834
1065,11.4432689225
1066,11.6013146482
1067,11.5038907439
1068,11.4571740787
1069,11.4646236917
1070,11.4435237098
1071,11.3987614966
1072,11.584500567
1073,11.5700165563
1074,11.480852356
1075,11.4950163826
1076,11.5256893989
1077,11.5164843201
1078,11.5009894972
1079,11.4773864673
1080,11.6770571234
1081,11.5170362971
1082,11.5357680431
1083,11.4834757793
1084,11.3816549892
1085,11.4996507861
1086,11.5808452458
1087,11.3387861433
1088,11.4112497145
1089,11.6354962897
1090,11.630320341
1091,11.6232110182
1092,11.7327152235
1093,11.5458829036
1094,11.4640646832
1095,11.4060744684
1096,11.3169603535
1097,11.3756152298
1098,11.3538430884
1099,11.3594336378
1100,11.3723036725
1101,11.271094281
1102,11.2489319689
1103,11.2446913307
1104,11.2906163611
1105,11.2834084602
1106,11.3146192068
1107,11.2606418394
1108,11.1984770964
1109,11.1939666541
1110,10.9322276154
1111,10.9202304648
1112,10.9301791156
1113,10.8244165314
1114,10.8211781792
1115,10.8539229913
1116,10.8810658982
1117,10.8786787501
1118,10.8303703247
1119,10.8070886084
1120,10.7566291952
1121,10.7238090284
1122,10.6292473901
1123,10.5873875174
1124,10.7165323082
1125,10.6518826833
1126,10.5733357872
1127,10.4357236448
1128,10.3469317639
1129,10.3697459138
1130,10.3933116578
1131,10.334284841
1132,10.4172145644
1133,10.3539594126
1134,10.3845122679
1135,10.3638432175
1136,10.3442282536
1137,10.2263694024
1138,10.2348503162
1139,10.2275215227
1140,10.1943371115
1141,10.203252196
1142,10.3022932444
1143,10.3310904208
1144,10.3744643803
1145,10.1998927211
1146,10.2243210786
1147,10.2920138701
1148,10.3269256208
1149,10.4030917067
1150,10.4046440793
1151,10.3305203778
1152,10.4389776541
1153,10.4418017053
1154,10.4453710435
1155,10.449086172
1156,10.4217812453
1157,10.5450465407
1158,10.5639706907
1159,10.5454208454
1160,10.4926309133
1161,10.5061596118
1162,10.5318421362
1163,10.5352927415
1164,10.5642344393
1165,10.6219993571
1166,10.6599362436
1167,10.8041416603
1168,10.9977432578
1169,11.1302387901
1170,12.919637275
1171,12.9033619331
1172,13.0000403847
1173,13.0637813057
1174,13.0156285149
1175,13.0957821036
1176,13.2044697987
1177,13.3742248832
1178,13.2423102627
1179,13.4275602513
1180,13.4811934985
1181,13.8828389869
1182,13.9671208947
1183,13.9631442807
1184,13.957245365
1185,13.9716239703
1186,13.9920464755
1187,13.959912075
1188,13.7690252409
1189,13.7136775152
1190,13.614433065
1191,11.5465116565
1192,11.5309111674
1193,11.4161794028
1194,11.2917463564
1195,11.2641729986
1196,11.5669440547
1197,11.4508652963
1198,11.2230729326
1199,11.1942439389
1200,10.9500552664
1201,10.8489095537
1202,10.588483716
1203,10.5312710914
1204,10.4747567101
1205,10.4125453544
1206,10.2617136268
1207,10.2076240382
1208,10.1799850909
1209,10.1515033193
1210,10.0143755229
1211,9.94163080926
1212,9.91437051164
1213,9.85437021844
1214,9.83454064246
1215,9.76984193173
1216,9.74469256992
1217,9.34357584067
1218,9.35923730656
1219,9.40126342827
1220,9.3875459959
1221,9.41052369823
1222,9.39190600767
1223,9.19994250064
1224,9.2071525374
1225,9.12092535724
1226,9.07428785633
1227,9.07964046954
1228,9.05920064532
1229,9.2250876879
1230,9.23196515681
1231,9.16307936811
1232,9.11442369989
1233,9.14093321594
1234,9.10375596869
1235,9.07697470086
1236,9.03334149107
1237,9.02133033259
1238,9.13939783376
1239,9.09074782522
1240,9.0769508411
1241,9.04353962803
1242,9.02227980394
1243,8.93863749631
1244,9.03922281798
1245,9.01569896023
1246,9.03200193757
1247,9.03431941844
1248,9.03194494242
1249,8.93753000666
1250,8.70175028777
1251,8.65465042678
1252,8.61632797257
1253,8.64760874513
1254,8.61233100851
1255,8.6422934129
1256,8.58466671548
1257,8.76054036739
1258,8.74574756053
1259,8.59207060081
1260,8.68953566444
1261,8.68544777526
1262,8.71097630689
1263,8.79156532229
1264,8.85752677301
1265,8.88314418571
1266,8.91872762467
1267,8.92453007525
1268,8.9335278547
1269,8.97366087071
1270,9.19658862337
1271,9.35830868379
1272,9.54009793581
1273,9.60969146092
1274,9.77787076935
1275,9.85561992842
1276,10.07859162
1277,10.3224075803
1278,10.2700033518
1279,10.2982470017
1280,10.4129748107
1281,10.3190861131
1282,10.3669144125
1283,10.5649488778
1284,10.4248879315
1285,10.5019853123
1286,10.3891706833
1287,10.4368496995
1288,10.4198544893
1289,10.3872257911
1290,10.3475041112
1291,10.1815149977
1292,9.9855429147
1293,9.74270002756
1294,9.72774025301
1295,9.63236550192
1296,9.54349400237
1297,9.26143270418
1298,9.08643906608
1299,8.94213030121
1300,8.89584263929
1301,8.74799595447
1302,8.72398176918
1303,8.67354430838
1304,8.41152165344
1305,8.43573227325
1306,8.46936754369
1307,8.485301394
1308,8.37005251982
1309,8.38689520635
1310,8.37555673718
1311,8.3451233947
1312,8.45990578338
1313,8.57115399028
1314,8.56644458857
1315,8.55689725907
1316,8.45114225229
1317,8.44646549354
1318,8.45211857737
1319,8.42190228394
1320,8.392653562
1321,8.3823159076
1322,8.42740750893
1323,8.42753718938
1324,8.40778109535
1325,8.39794066799
1326,8.42661335027
1327,8.29231746267
1328,8.32452125315
1329,8.30105391761
1330,8.32121357185
1331,8.26269931495
1332,8.23597504126
1333,8.02769400833
1334,7.89371011883
1335,7.92274583291
1336,7.9351814024
1337,7.92171846454
1338,7.92326450508
1339,7.96794087101
1340,8.05119979226
1341,8.05869158914
1342,8.04109297532
1343,7.95319994614
1344,8.21104550866
1345,8.23001592402
1346,8.23151316064
1347,8.16524910633
1348,8.11155670828
1349,7.96136354131
1350,7.96095592681
1351,7.94581876051
1352,7.99848258056
1353,8.0113654811
1354,8.07732933768
1355,8.09414280326
1356,8.0722964745
1357,8.0046056723
1358,7.9794437247
1359,7.96447976655
1360,7.87179239449
1361,7.78435153025
1362,7.78611670943
1363,7.77162677335
1364,7.95074775296
1365,7.65708529117
1366,7.60712761666
1367,7.66233350766
1368,7.64688294237
1369,7.67326129507
1370,7.71558596699
1371,7.69923499757
1372,7.70070986537
1373,7.6469826217
1374,7.62070122096
1375,7.58497902937
1376,7.64655753353
1377,7.65036667771
1378,7.61864644173
1379,7.62434654806
1380,7.604313936
1381,7.68333773738
1382,7.68037296391
1383,7.67583083513
1384,7.67913833865
1385,7.48200189156
1386,7.51014005908
1387,7.52430417796
1388,7.434472124
1389,7.39138754838
1390,7.3884347048
1391,7.40083629459
1392,7.50454547895
1393,7.46603208654
1394,7.50983979035
1395,7.54640149206
1396,7.51515306577
1397,7.51199712017
1398,7.53509715039
1399,7.60090091435
1400,7.76714760845
1401,7.78754604642
1402,7.72523648556
1403,7.73431939187
1404,7.72137906612
1405,7.72786391932
1406,7.73730868728
1407,7.69990806616
1408,7.68526239421
1409,7.6977664405
1410,7.72001131761
1411,7.78944331435
1412,7.86023381503
1413,7.74963002188
1414,7.76271818135
1415,7.74950032648
1416,7.71348186882
1417,7.74045788918
1418,7.64504371338
1419,7.58559690928
1420,7.49949716585
1421,7.31388575917
1422,7.26164178359
1423,7.25866459804
1424,7.24506616351
1425,7.37277630157
1426,7.8825444216
1427,8.02126946936
1428,7.97763890748
1429,7.97589465464
1430,8.00432018293
1431,8.01871614951
1432,7.93260048372
1433,7.89823465906
1434,7.88712053124
1435,7.87606536702
1436,7.82124032289
1437,7.79034299184
1438,7.76242483561
1439,7.76199672136
1440,7.80896850379
1441,7.84810778871
1442,7.95655928981
1443,8.00873227734
1444,8.03974154081
1445,8.0468753696
1446,7.9251579863
1447,7.32969600934
1448,7.1527699888
1449,7.16216737186
1450,7.22479867328
1451,7.23168204308
1452,7.22563037541
1453,7.25106664952
1454,7.22579769496
1455,7.16347715234
1456,7.19123657033
1457,7.25414855327
1458,7.422718368
1459,7.44712176315
1460,7.48866696622
1461,7.47069527253
1462,7.40257393422
1463,7.33511144657
1464,7.32566395453
1465,7.31083135389
1466,7.31181057243
1467,7.28516248562
1468,7.20506602131
1469,7.30880962019
1470,7.24948608869
1471,7.22669526042
1472,7.17831181299
1473,7.21447149779
1474,7.23570461849
1475,7.29516395858
1476,7.33777984449
1477,7.31963812365
1478,7.2690123011
1479,7.08127128085
1480,7.1495428379
1481,7.17378659659
1482,7.10651876667
1483,7.16640636313
1484,7.13731539505
1485,7.15514367572
1486,7.08223303501
1487,7.09836345335
1488,7.10333710881
1489,7.18165050686
1490,7.1708651144
1491,7.15896571704
1492,7.21741845707
1493,7.14063744154
1494,7.18462764264
1495,8.1220093669
1496,8.06087755449
1497,8.11782175543
1498,8.05191565908
1499,8.13670906426
1500,8.16308755143
1501,8.10132806332
1502,8.14629426787
